Machine_ID,Timestamp,temprature_C,Vibration_m_s2,Pressure_bar,Humidity_%,Oil_Level_%,Load_Capacity_%,Maintenance_History,Failure_Type
1042,02-01-2024 22:48,60.55,0.53,3.91,47,46.22,82.33,1,Good_Maintenance
1094,10-01-2024 01:35,75.98,0.47,2.78,28,47.04,78.02,1,Overheating
1016,20-01-2024 04:05,68.17,0.5,2.93,50,59.78,86.7,0,Hydraulic
1096,19-01-2024 12:25,62.3,0.56,3.2,63,57.74,76.31,1,Good_Maintenance
1031,23-01-2024 18:07,59.79,0.72,3.26,41,45.84,86.25,1,Good_Maintenance
1092,03-01-2024 23:37,68.94,0.85,2.57,27,46.96,75.09,1,Good_Maintenance
1084,15-01-2024 13:03,69.22,0.51,3.53,41,41.37,81.34,1,Good_Maintenance
1084,24-01-2024 01:36,65.86,0.98,3.47,67,46.64,86.91,1,Good_Maintenance
1039,04-01-2024 11:28,74.02,0.57,4.08,64,62.99,87.43,1,Good_Maintenance
1022,15-01-2024 18:37,72.79,0.6,3.32,43,59.19,84.28,1,Good_Maintenance
1055,12-01-2024 16:20,70.45,0.64,3.16,63,53.83,85.59,1,Good_Maintenance
1005,05-01-2024 04:12,62.59,0.51,2.83,42,39.27,84.63,0,Mechanical
1085,16-01-2024 10:53,64.08,0.52,2.69,52,49.47,77.92,0,Hydraulic
1049,21-01-2024 06:42,58.83,0.55,3.13,39,46.15,82.6,1,Good_Maintenance
1036,21-01-2024 07:16,68.47,0.42,2.67,50,48.46,81.43,0,Hydraulic
1063,02-01-2024 03:00,74.49,0.48,3.53,59,57.9,85.47,0,Electrical
1053,24-01-2024 09:56,60.31,0.59,3.03,40,60.78,85.81,0,Hydraulic
1071,07-01-2024 11:19,65.51,0.54,3.69,39,74.47,80.28,1,Good_Maintenance
1048,12-01-2024 12:15,69.58,0.5,3.32,29,41.02,79.53,1,Mechanical
1098,09-01-2024 11:24,74.47,0.75,3.33,70,62.3,85.26,0,Wear
1010,09-01-2024 07:12,58.18,0.34,2.81,48,48.63,79.09,0,Hydraulic
1087,13-01-2024 08:27,87.76,0.69,3.46,26,42.86,85.71,1,Overheating
1048,24-01-2024 12:32,76.02,0.62,3.37,60,71.73,80.72,0,Hydraulic
1020,21-01-2024 09:36,65.21,0.64,2.43,69,67.61,77.27,0,Electrical
1065,01-01-2024 09:08,61.44,0.42,3.71,72,47.19,78.1,1,Good_Maintenance
1062,09-01-2024 02:00,72.27,0.52,3.55,55,42.78,65.84,0,Electrical
1082,19-01-2024 08:37,73.78,0.66,2.88,54,32.4,79.69,0,Mechanical
1027,16-01-2024 09:05,62.08,0.52,3.57,36,62.54,83.2,1,Good_Maintenance
1016,06-01-2024 11:43,61.09,0.37,3.03,61,29.53,92.76,0,Wear
1005,13-01-2024 14:48,62.85,0.56,2.94,45,48.54,76.91,0,Hydraulic
1018,19-01-2024 15:43,70.52,0.57,3.34,36,41.07,78.29,1,Good_Maintenance
1055,20-01-2024 19:48,70.62,0.71,3.59,64,63.94,76.66,0,Wear
1027,07-01-2024 05:50,87.31,0.77,3.81,61,68.45,76.16,0,Wear
1065,08-01-2024 23:07,52.68,0.62,3.9,59,32.96,82.91,0,Electrical
1037,17-01-2024 14:21,64.63,0.67,2.56,46,50.82,78.05,0,Hydraulic
1036,17-01-2024 04:21,65.77,0.76,2.5,69,52.7,76.38,1,Good_Maintenance
1067,26-01-2024 16:46,73.89,0.57,3.03,60,47.12,82.02,1,Good_Maintenance
1085,14-01-2024 15:24,74.21,0.68,2.84,32,43.59,82.75,1,Good_Maintenance
1089,04-01-2024 00:47,68.4,0.39,4.19,51,65.64,76.51,1,Good_Maintenance
1048,27-01-2024 16:19,82.09,0.52,3.31,51,44.77,85.45,0,Mechanical
1042,12-01-2024 06:04,61.07,0.86,3.12,60,69.83,88.34,0,Wear
1035,14-01-2024 17:15,64.43,0.75,2.98,31,43.38,83.55,0,Wear
1057,02-01-2024 10:53,59.48,0.73,3.28,27,57.72,82.7,1,Good_Maintenance
1012,03-01-2024 18:41,68.83,0.47,2.35,28,58.35,68.56,0,Hydraulic
1051,22-01-2024 09:03,67.35,0.37,3.56,48,43.37,75.76,1,Good_Maintenance
1057,16-01-2024 22:20,76.29,0.46,3.76,32,32.22,73.1,1,Overheating
1031,06-01-2024 10:10,84.83,0.62,2.51,69,41.41,84.65,0,Mechanical
1080,26-01-2024 22:02,81.92,0.68,3.43,37,38.21,84.9,1,Overheating
1099,19-01-2024 01:28,60.22,0.84,3.38,33,58.24,82.22,0,Wear
1059,14-01-2024 03:01,70.43,0.42,3.41,44,46.21,78.74,0,Electrical
1082,20-01-2024 01:13,76.2,0.51,3.41,44,63.74,78.67,1,Overheating
1057,29-01-2024 19:05,75.35,0.84,2.78,29,55.73,99.28,1,Overheating
1098,16-01-2024 09:49,88.52,0.36,3.14,70,48.08,84,1,Overheating
1055,20-01-2024 22:50,68.24,0.63,3.55,29,50.84,79.53,1,Good_Maintenance
1027,07-01-2024 09:56,70.62,0.31,2.52,59,36.73,82.45,1,Good_Maintenance
1000,05-01-2024 21:41,87.93,0.55,3.25,25,48.06,73.6,0,Hydraulic
1041,13-01-2024 21:48,73.36,0.89,3.43,66,51.44,82.86,1,Good_Maintenance
1081,03-01-2024 17:02,65.22,0.68,3.06,39,46.16,78.74,1,Good_Maintenance
1047,24-01-2024 16:40,62.2,0.8,3.39,41,44.37,82.53,0,Wear
1039,24-01-2024 20:44,71.67,0.68,3.22,36,60.06,75.26,1,Good_Maintenance
1096,29-01-2024 20:15,78.53,0.68,3.11,70,40.57,89.11,0,Electrical
1062,24-01-2024 05:27,78.43,0.36,3.03,60,55.85,75.58,1,Overheating
1075,21-01-2024 01:14,63.02,0.91,3.71,67,61,78.29,0,Wear
1071,14-01-2024 22:56,70.83,0.84,3.15,39,54.95,74.49,0,Wear
1087,09-01-2024 08:20,66.39,0.49,2.86,38,37.96,76.37,0,Mechanical
1079,29-01-2024 15:57,68.82,0.83,2.69,51,51.14,79.31,0,Wear
1003,16-01-2024 01:25,77.24,0.76,2.6,74,58.93,80.25,1,Overheating
1037,27-01-2024 17:42,69.6,0.7,2.62,46,47.11,78.79,1,Wear
1026,11-01-2024 21:15,75.22,0.63,3.02,33,41.46,82.54,1,Overheating
1008,17-01-2024 22:05,75.46,0.58,3.15,71,41.12,91.77,0,Mechanical
1015,16-01-2024 11:16,65.11,0.86,3.08,45,53.22,79.03,1,Good_Maintenance
1055,09-01-2024 19:33,79.83,0.62,2.87,27,46.68,77.5,1,Overheating
1075,17-01-2024 07:53,61.24,0.67,2.98,55,43.82,86.89,0,Mechanical
1030,17-01-2024 09:41,59.89,0.85,3.47,37,29.01,75.26,0,Wear
1087,17-01-2024 11:11,66.18,0.77,3.61,26,68.03,88.25,0,Wear
1013,28-01-2024 21:35,62.2,0.41,3.88,71,46.86,70.83,1,Good_Maintenance
1024,20-01-2024 07:05,74.84,0.51,3.22,38,58.14,85.01,1,Good_Maintenance
1033,02-01-2024 18:22,90.51,0.48,3.73,31,63.38,75.27,0,Electrical
1066,12-01-2024 20:22,79.02,0.67,3.26,53,84.06,75.11,1,Overheating
1023,04-01-2024 17:26,63.46,0.53,3.78,28,56.82,81.97,0,Electrical
1072,19-01-2024 09:05,62.02,0.54,3.44,28,53.35,84.57,1,Good_Maintenance
1025,23-01-2024 10:06,77.82,0.56,3.22,48,34.5,83.47,0,Mechanical
1019,28-01-2024 21:38,60.53,0.66,2.4,66,29.73,76.57,0,Mechanical
1063,30-01-2024 14:03,62.12,0.56,3.14,45,26.13,84.32,1,Electrical
1009,10-01-2024 11:27,72.95,0.75,2.88,69,48.31,75.83,1,Good_Maintenance
1082,27-01-2024 14:29,65.66,0.44,3.05,52,40.02,78.73,0,Mechanical
1066,07-01-2024 20:20,70.95,0.38,3.7,62,45.14,77.12,1,Good_Maintenance
1023,08-01-2024 11:05,67.36,0.5,3.37,32,64.37,79.25,0,Hydraulic
1004,05-01-2024 17:38,69.78,0.45,3.6,66,55.17,77.29,0,Electrical
1066,10-01-2024 19:01,77,0.61,3.43,41,49.86,80.9,1,Overheating
1057,04-01-2024 11:48,74.97,0.54,2.81,33,51.96,73.23,1,Good_Maintenance
1026,23-01-2024 17:25,77.34,0.41,3.97,70,43.03,82.95,1,Overheating
1079,15-01-2024 15:27,75.11,0.4,3.13,44,45.21,77.49,0,Hydraulic
1014,07-01-2024 13:18,75.67,0.63,3.62,29,36.17,74.73,1,Overheating
1034,13-01-2024 14:36,69.98,0.74,3.85,59,57.77,85.16,1,Good_Maintenance
1075,13-01-2024 21:08,58.36,0.49,2.66,65,67.71,89.3,1,Good_Maintenance
1052,28-01-2024 16:39,69.14,0.59,3.16,53,63.62,82.78,1,Good_Maintenance
1043,18-01-2024 04:47,72.53,0.5,3.48,36,50.25,81.2,1,Good_Maintenance
1025,28-01-2024 00:01,70.59,0.58,3.09,56,59.57,78.06,0,Hydraulic
1046,02-01-2024 18:43,73.36,0.86,4.29,55,55.44,73.34,0,Wear
1033,06-01-2024 21:38,86.49,0.97,3.31,55,51.73,82.88,1,Overheating
1086,06-01-2024 15:31,65.99,0.53,3.45,25,53.52,72.18,0,Electrical
1094,18-01-2024 10:27,66.76,0.52,3.93,67,36.82,82.32,0,Electrical
1049,20-01-2024 23:53,79.67,0.66,2.65,29,45.2,71.35,1,Overheating
1083,02-01-2024 20:56,71,0.62,3.02,60,43.18,81.01,1,Good_Maintenance
1011,17-01-2024 11:05,73.64,0.7,2.82,36,34.88,86.43,0,Mechanical
1086,17-01-2024 05:57,65.27,0.58,3.37,40,55.77,81.82,1,Good_Maintenance
1003,06-01-2024 08:24,64.14,0.57,3.85,40,57.02,85.54,1,Good_Maintenance
1086,12-01-2024 10:02,60.34,0.67,2.78,45,24.65,87.36,1,Good_Maintenance
1047,07-01-2024 18:45,71.38,0.64,2.64,57,49.85,80.2,1,Good_Maintenance
1054,07-01-2024 22:42,62.17,0.53,3.27,50,46.61,89.27,0,Hydraulic
1000,08-01-2024 21:50,61.19,0.62,3.74,27,43.76,78.59,1,Good_Maintenance
1088,14-01-2024 03:46,75.29,0.62,2.88,47,33.52,75.1,0,Mechanical
1065,05-01-2024 14:41,64.92,0.19,2.79,49,50.61,75.06,1,Good_Maintenance
1029,24-01-2024 09:49,60.4,0.59,3.83,44,50.19,84.77,1,Good_Maintenance
1002,28-01-2024 07:09,59.57,0.74,3.12,71,46.23,78.78,1,Good_Maintenance
1020,11-01-2024 20:24,77.29,0.53,3.45,73,58.09,77.83,0,Electrical
1088,07-01-2024 22:06,69.15,0.49,3.75,60,57.65,83.7,0,Electrical
1083,17-01-2024 12:54,66.81,0.49,3.41,59,31.37,72.2,1,Good_Maintenance
1048,24-01-2024 17:49,71.37,0.65,3.21,67,57.63,93.12,1,Good_Maintenance
1085,05-01-2024 00:05,70.61,0.45,2.81,57,40.44,74.16,1,Good_Maintenance
1084,21-01-2024 23:42,65.77,0.64,2.99,29,47.27,83.08,1,Good_Maintenance
1061,12-01-2024 23:03,67.33,0.62,3.34,28,66.48,82.71,0,Hydraulic
1096,26-01-2024 12:49,75.85,0.4,3.7,32,49.57,79.28,0,Electrical
1037,09-01-2024 18:47,76.6,0.74,3.01,35,60.28,85.55,1,Overheating
1014,27-01-2024 09:36,63.29,0.79,2.96,67,47.46,84.12,0,Wear
1051,04-01-2024 10:39,80.24,0.64,3.39,74,59.36,79.45,0,Hydraulic
1078,19-01-2024 22:17,86.07,0.61,2.89,51,49.46,83.13,1,Overheating
1045,23-01-2024 05:04,67.67,0.52,3.38,34,47.31,68.99,0,Hydraulic
1024,16-01-2024 10:12,67.48,0.53,2.86,69,51.23,77.99,1,Good_Maintenance
1020,19-01-2024 21:35,62.81,0.54,3.3,44,38.81,82.76,1,Good_Maintenance
1087,26-01-2024 10:57,64.65,0.71,3.07,56,44.85,76.7,1,Good_Maintenance
1004,21-01-2024 04:17,72.59,0.69,3.25,72,56.11,79.59,0,Hydraulic
1069,24-01-2024 16:14,88.54,0.3,3.52,51,58.38,79.07,0,Electrical
1046,27-01-2024 20:29,75.83,0.38,3.16,73,40.88,71.46,0,Mechanical
1086,26-01-2024 02:06,67.34,0.48,3.36,42,67.23,84.55,0,Hydraulic
1067,24-01-2024 20:33,66.6,0.53,2.92,50,68.08,80.65,1,Good_Maintenance
1090,10-01-2024 09:00,64.69,0.66,2.98,59,40.75,74.11,0,Mechanical
1017,12-01-2024 15:32,78.48,0.52,2.76,52,45.44,89.24,1,Overheating
1020,03-01-2024 07:32,68.05,0.66,3.18,25,49.7,80.95,1,Good_Maintenance
1091,16-01-2024 10:18,73.63,0.84,3.32,58,62.15,81.2,0,Wear
1098,25-01-2024 17:08,68.11,0.51,3.35,50,55.73,79.52,0,Hydraulic
1085,11-01-2024 17:52,86.94,0.46,3.88,30,46.94,89.53,1,Overheating
1022,04-01-2024 10:39,65.73,0.43,3.39,74,37.36,84.66,1,Good_Maintenance
1063,13-01-2024 02:43,64.37,0.44,3.03,73,30.43,76.49,1,Good_Maintenance
1066,18-01-2024 23:14,66.15,0.68,4.13,70,52.86,69.62,0,Electrical
1039,01-01-2024 21:41,73.39,0.71,2.89,49,68.2,83.4,0,Wear
1009,17-01-2024 17:20,81.48,0.69,3.28,41,50.04,79.37,1,Overheating
1088,15-01-2024 08:43,73.41,0.44,3.64,50,54.15,78.22,0,Electrical
1051,21-01-2024 14:16,75.65,0.54,3.42,45,52.11,79.25,1,Overheating
1071,16-01-2024 14:15,74.54,0.54,2.36,56,33.61,71,0,Mechanical
1074,03-01-2024 20:32,56.68,0.86,3.47,49,65.71,80.68,1,Good_Maintenance
1060,12-01-2024 17:22,69.87,0.64,2.98,56,42.12,78.75,1,Good_Maintenance
1063,23-01-2024 07:45,67.46,0.62,2.9,65,42,77.77,0,Mechanical
1004,29-01-2024 17:48,68.87,0.64,2.53,43,54.66,80.33,0,Hydraulic
1052,23-01-2024 17:35,63.42,0.54,3.26,26,42.82,87.8,1,Good_Maintenance
1054,06-01-2024 00:45,76.95,0.66,3.02,59,36.97,78.31,0,Mechanical
1036,02-01-2024 11:05,70.39,0.53,3.34,40,59.68,86.26,0,Hydraulic
1055,30-01-2024 12:33,70.34,0.81,2.85,40,51.28,80.81,1,Good_Maintenance
1058,16-01-2024 01:51,68.82,0.47,4.63,57,59.59,86.7,1,Good_Maintenance
1092,04-01-2024 21:50,64.97,0.63,3.04,74,46.32,79.7,1,Good_Maintenance
1068,03-01-2024 05:26,55.74,0.7,3.66,48,45.45,75.64,1,Good_Maintenance
1072,14-01-2024 03:53,72.17,0.59,3.66,55,52.53,90.65,1,Good_Maintenance
1058,25-01-2024 13:56,70.91,0.62,3.59,66,53.52,85.09,0,Electrical
1001,07-01-2024 23:48,74.27,0.57,2.86,47,43.58,87.16,0,Mechanical
1064,10-01-2024 07:14,70.58,0.46,3.97,41,42.38,83.01,1,Good_Maintenance
1059,01-01-2024 17:47,61.37,0.86,3.31,57,59.07,80.32,0,Wear
1050,11-01-2024 14:05,63.64,0.55,3.36,61,53.34,84.95,0,Hydraulic
1029,07-01-2024 20:19,80.72,0.4,3.17,60,52.75,82.94,0,Electrical
1010,21-01-2024 06:04,72.55,0.49,3.2,43,30.25,77.35,1,Good_Maintenance
1091,28-01-2024 08:50,76.43,0.8,3.22,45,52.58,82.35,0,Wear
1075,11-01-2024 16:17,77.35,0.94,2.59,63,53.72,78.29,0,Wear
1038,26-01-2024 13:54,62.13,0.66,3.3,64,46.8,73.59,1,Good_Maintenance
1089,24-01-2024 09:55,67.28,0.72,3.52,43,55.65,79.7,0,Wear
1076,15-01-2024 10:13,75.45,0.88,2.97,32,43.07,76.98,0,Wear
1071,24-01-2024 13:39,63.48,0.46,3.16,50,53.43,90.51,1,Good_Maintenance
1062,05-01-2024 05:54,66.73,0.66,2.52,65,34.75,74.73,1,Mechanical
1063,23-01-2024 20:59,65.85,0.87,3.64,42,59.04,77.82,1,Good_Maintenance
1060,09-01-2024 21:38,64.1,0.73,3.82,38,42.28,77.15,0,Wear
1053,07-01-2024 11:35,68.96,0.56,3.29,42,54.34,83.91,0,Hydraulic
1091,30-01-2024 17:39,66.11,0.65,3.34,61,62.43,81.26,0,Hydraulic
1093,05-01-2024 07:29,66.81,0.88,3.32,52,59.87,89.54,1,Good_Maintenance
1072,30-01-2024 23:08,72.15,0.62,3.5,57,54.31,87.54,1,Good_Maintenance
1094,03-01-2024 11:37,77.98,0.46,3.3,30,58.22,80.53,1,Mechanical
1057,06-01-2024 19:40,76.12,0.69,3.61,31,64.94,74.58,0,Electrical
1084,03-01-2024 19:56,71.41,0.46,3.47,29,51.2,81.88,0,Electrical
1055,23-01-2024 20:45,83.12,0.49,3.51,51,59.7,81.17,1,Overheating
1033,29-01-2024 03:45,75.27,0.53,3.35,32,38.21,72.54,1,Overheating
1030,29-01-2024 14:45,76.44,0.6,3.49,62,42.79,78.99,0,Electrical
1051,08-01-2024 16:55,68.7,0.47,2.89,57,65.07,81,1,Good_Maintenance
1088,14-01-2024 07:39,66.91,0.66,2.43,36,47.52,80.22,1,Good_Maintenance
1075,28-01-2024 18:08,73.01,0.55,3.17,61,44.75,75.11,1,Overheating
1000,20-01-2024 17:20,77.25,0.72,3.94,61,47.14,79.94,0,Wear
1054,14-01-2024 00:41,71.4,0.61,3.47,39,42.88,79.41,1,Good_Maintenance
1021,30-01-2024 00:49,64.93,0.58,3.49,41,48.3,82.44,1,Good_Maintenance
1039,02-01-2024 06:10,59.73,0.58,2.8,61,39.51,75.45,1,Good_Maintenance
1000,15-01-2024 23:34,57.35,0.82,3.38,66,44.32,85.86,1,Good_Maintenance
1064,20-01-2024 20:02,70.34,0.73,2.76,53,50.79,82.48,1,Good_Maintenance
1062,29-01-2024 05:43,76.53,0.39,3.19,27,65.72,73.39,0,Hydraulic
1053,13-01-2024 20:30,51.58,0.53,3.1,35,49.55,81.35,1,Good_Maintenance
1041,05-01-2024 19:53,65.14,0.61,3.39,50,32.75,80.21,0,Mechanical
1020,28-01-2024 03:31,63.83,0.27,3.21,64,60.06,79.58,1,Good_Maintenance
1078,16-01-2024 08:51,73.03,0.66,3.56,69,58.06,72.65,0,Electrical
1080,19-01-2024 16:03,64.67,0.47,3.61,30,42.06,78.41,0,Electrical
1021,27-01-2024 15:33,60.16,0.49,3.69,59,57.89,76.83,0,Electrical
1037,05-01-2024 02:11,65.13,0.49,4.41,48,48.68,77.76,1,Good_Maintenance
1098,25-01-2024 21:24,63.87,0.79,2.9,63,64.44,84.54,0,Wear
1079,14-01-2024 00:08,70.1,0.69,3.04,58,73.88,76.64,0,Hydraulic
1007,24-01-2024 04:27,68.28,0.53,3.05,48,53.98,90.96,0,Hydraulic
1061,08-01-2024 16:54,73.54,0.52,2.42,43,57.68,92.39,0,Hydraulic
1046,02-01-2024 16:07,69.95,0.62,3.31,37,66.03,81.8,1,Good_Maintenance
1016,09-01-2024 18:44,78.12,0.84,3.16,67,59.61,73.58,1,Overheating
1016,25-01-2024 20:12,66.42,0.56,3.66,33,54.55,73.58,1,Good_Maintenance
1089,15-01-2024 02:18,74.96,0.32,3.57,43,48.91,82.37,0,Electrical
1012,26-01-2024 13:27,72.54,0.63,3.38,56,38.66,78.84,1,Good_Maintenance
1016,24-01-2024 15:52,67.64,0.64,3.31,45,47.23,76.37,1,Wear
1037,27-01-2024 15:58,75.5,0.66,2.98,56,47.64,80.06,1,Overheating
1080,20-01-2024 21:49,63.58,0.59,3.28,70,50.22,73.51,1,Good_Maintenance
1077,21-01-2024 22:41,79.92,0.62,3.35,36,31.67,91.92,1,Overheating
1044,06-01-2024 01:22,63.79,0.45,3.19,53,46.4,82.88,0,Hydraulic
1005,19-01-2024 10:19,59.27,0.76,3.19,57,47.41,88.19,1,Good_Maintenance
1034,03-01-2024 07:07,58.65,0.52,3.26,25,36.07,84.81,0,Mechanical
1013,13-01-2024 07:45,70.73,0.56,3.28,73,54.06,83.81,1,Good_Maintenance
1071,28-01-2024 09:13,65.49,0.66,3.56,28,59.27,75.55,1,Good_Maintenance
1060,26-01-2024 17:42,71.45,0.63,2.15,37,49.96,66.84,1,Good_Maintenance
1014,24-01-2024 23:55,61.18,0.84,3.31,47,37.58,85.21,1,Good_Maintenance
1053,01-01-2024 17:53,73.9,0.8,3.3,52,48.97,80.09,0,Wear
1026,23-01-2024 16:43,71.47,0.53,3.54,67,57.33,91.04,0,Electrical
1012,18-01-2024 21:01,66.34,0.9,3.16,74,56.99,77.85,0,Overheating
1030,16-01-2024 11:26,75,0.74,2.36,36,49.53,80.12,0,Wear
1034,03-01-2024 11:59,74.6,0.62,2.47,43,54.1,78.32,0,Hydraulic
1059,19-01-2024 22:53,70.74,0.5,2.37,57,43.65,86.67,1,Good_Maintenance
1005,11-01-2024 16:29,77.1,0.59,3.61,42,57.45,67.91,0,Electrical
1068,09-01-2024 13:18,78.88,0.31,2.62,58,45.91,81.98,1,Overheating
1085,03-01-2024 02:55,63.69,0.68,3.73,54,42.36,76.74,0,Electrical
1057,12-01-2024 20:03,79.06,0.4,3.05,67,59.52,80.38,0,Hydraulic
1048,05-01-2024 09:20,62.81,0.67,3.11,71,51.33,87.78,1,Good_Maintenance
1022,28-01-2024 06:41,76.17,0.53,3.9,71,50.82,74.64,1,Overheating
1088,04-01-2024 05:22,77.58,0.62,3.31,30,55.34,74.55,0,Hydraulic
1033,19-01-2024 20:38,68.6,0.51,2.65,28,49.32,89.41,0,Hydraulic
1025,07-01-2024 11:21,69.57,0.49,3.25,36,40.68,78.24,0,Mechanical
1046,11-01-2024 00:32,67.61,0.71,3.58,47,47.75,77.34,1,Good_Maintenance
1004,16-01-2024 19:17,63.4,0.51,2.99,52,35.1,77.42,0,Mechanical
1089,26-01-2024 20:34,64.9,0.46,3.93,35,61.72,71.83,0,Electrical
1019,19-01-2024 02:04,73.97,0.44,2.7,52,38.91,87.8,1,Good_Maintenance
1005,16-01-2024 06:11,76.85,0.73,2.36,64,69.44,87.22,1,Overheating
1069,18-01-2024 20:47,69.88,0.43,3.9,58,42.11,71.35,1,Good_Maintenance
1058,16-01-2024 15:59,61.92,0.6,2.86,72,56.16,78.29,1,Good_Maintenance
1063,06-01-2024 18:04,60.83,0.93,2.81,58,68.78,72.17,0,Wear
1017,13-01-2024 06:25,69.15,0.5,3,45,52.61,84.04,1,Good_Maintenance
1003,20-01-2024 01:56,65.78,0.48,2.81,60,46.78,83,1,Good_Maintenance
1016,08-01-2024 15:11,79.49,0.76,3.56,52,50.32,75.03,0,Wear
1013,14-01-2024 14:01,64.38,0.42,3.01,58,41.35,77.79,1,Good_Maintenance
1077,04-01-2024 03:11,74.78,0.76,2.72,65,29.74,86.77,0,Wear
1012,08-01-2024 11:56,65.04,0.54,3.09,53,55.96,79.31,0,Hydraulic
1006,03-01-2024 16:41,67.73,0.74,2.84,50,29.74,76.89,0,Wear
1043,11-01-2024 21:08,71.38,0.67,3.18,37,36.32,84.85,1,Good_Maintenance
1014,25-01-2024 10:21,74.16,0.69,2.82,58,50.58,80.4,0,Hydraulic
1018,24-01-2024 19:52,73.38,0.53,3.12,43,43.4,86.44,0,Mechanical
1062,20-01-2024 12:26,65.52,0.54,3.13,32,54.91,84.8,1,Good_Maintenance
1034,19-01-2024 21:42,70.8,0.52,3.95,53,65.99,83.27,1,Good_Maintenance
1080,11-01-2024 22:09,67,0.8,3.67,67,47.44,75.59,0,Wear
1034,04-01-2024 07:44,58.55,0.6,3.27,64,43.92,86.67,1,Good_Maintenance
1018,27-01-2024 15:54,71.83,0.89,3.08,40,67.68,80.04,1,Good_Maintenance
1019,26-01-2024 21:22,80.1,0.63,3.07,52,56.84,80.39,1,Overheating
1099,24-01-2024 13:13,82.35,0.57,3.25,54,59.24,72.49,1,Overheating
1034,07-01-2024 07:42,72.54,0.57,2.86,47,58.45,76.61,1,Good_Maintenance
1031,27-01-2024 12:58,72.02,0.5,3.05,53,47.53,75.4,0,Hydraulic
1047,13-01-2024 11:10,49.05,0.63,3.1,44,46.24,82.56,0,Hydraulic
1043,04-01-2024 03:07,91.82,0.59,3.19,41,40.49,84.53,1,Overheating
1023,26-01-2024 16:56,81.45,0.51,3.26,50,57.27,78.64,1,Overheating
1060,10-01-2024 09:23,76.07,0.59,3.49,71,53.85,80.72,0,Electrical
1016,18-01-2024 03:07,70.58,0.52,3.57,63,56.46,79.67,1,Good_Maintenance
1070,03-01-2024 18:32,52.15,0.64,3.42,57,31.29,88.83,0,Electrical
1049,29-01-2024 16:10,71.46,0.71,3.9,38,59.31,68.38,1,Good_Maintenance
1064,06-01-2024 13:47,70.25,0.51,3.46,55,45.41,74.57,0,Electrical
1098,16-01-2024 09:04,58.73,0.53,3.18,40,29,78.54,1,Good_Maintenance
1031,18-01-2024 17:30,73.59,0.46,3.17,45,37.01,81.59,1,Good_Maintenance
1035,11-01-2024 15:05,79.89,0.77,3.56,59,44.99,77.52,1,Overheating
1012,16-01-2024 02:11,72.72,0.33,3.1,74,42.83,71.85,1,Good_Maintenance
1069,15-01-2024 08:33,72.7,0.5,3.36,43,50.13,83.31,0,Hydraulic
1057,24-01-2024 02:57,73.21,0.71,3.4,30,54.59,88.46,0,Wear
1013,18-01-2024 22:42,67.42,0.51,2.21,47,48.86,72.16,1,Good_Maintenance
1036,17-01-2024 13:07,76.07,0.5,2.6,50,45.28,81.98,1,Overheating
1078,27-01-2024 01:02,82.19,0.7,3.55,33,51.42,85.66,0,Electrical
1067,19-01-2024 04:13,70.33,0.26,3.38,37,51.56,82.28,1,Good_Maintenance
1039,14-01-2024 03:09,63.96,0.6,2.1,68,62.69,85.3,1,Good_Maintenance
1058,22-01-2024 12:47,58.92,0.52,2.12,39,43.89,78.13,1,Good_Maintenance
1079,10-01-2024 00:25,74.01,0.52,3.78,56,48.89,75.59,0,Electrical
1091,16-01-2024 15:25,74.91,0.76,3.46,63,66.48,86.55,1,Overheating
1015,25-01-2024 15:50,72.91,0.6,3.75,68,37.8,81.89,1,Good_Maintenance
1061,26-01-2024 23:23,68.12,0.43,2.81,41,46.35,80.96,1,Good_Maintenance
1003,26-01-2024 19:53,72.22,0.38,2.95,69,40.86,81.21,0,Electrical
1044,29-01-2024 18:29,65.72,0.59,3.93,53,37.46,72.72,0,Electrical
1089,03-01-2024 15:50,64.31,0.39,3.36,73,52.25,76.77,0,Hydraulic
1027,01-01-2024 08:53,62.03,0.78,3.23,64,63.3,80.9,0,Wear
1095,15-01-2024 13:06,62.11,0.43,3.14,42,70.98,88.64,0,Mechanical
1065,17-01-2024 07:44,74.24,0.6,2.51,58,49.58,74.63,0,Hydraulic
1030,20-01-2024 14:55,67.85,0.31,3.65,73,55.05,76.38,0,Electrical
1002,26-01-2024 14:15,64.55,0.32,2.41,49,55.41,82.93,1,Good_Maintenance
1007,29-01-2024 23:21,59.1,0.57,3.46,36,47.94,67.97,1,Good_Maintenance
1023,30-01-2024 01:30,75.37,1.08,3.23,69,62.81,79,0,Electrical
1014,25-01-2024 09:23,78.56,0.52,3.32,39,48.36,73.87,1,Overheating
1042,25-01-2024 02:43,61.81,0.7,2.96,67,60.86,90.76,0,Hydraulic
1030,25-01-2024 19:39,69,0.53,3.78,48,46.43,83.96,1,Good_Maintenance
1072,04-01-2024 20:19,62.54,0.75,2.97,33,38.47,75.37,1,Good_Maintenance
1044,06-01-2024 04:53,68.87,0.59,3.19,64,39.09,80.4,1,Good_Maintenance
1065,25-01-2024 17:24,74.86,0.41,3.21,44,33.82,75.15,0,Mechanical
1007,15-01-2024 19:11,82.95,0.56,3.07,49,62.63,74.8,0,Hydraulic
1070,27-01-2024 04:27,66.42,0.33,3.36,71,62.77,73.58,1,Good_Maintenance
1056,03-01-2024 12:44,75.6,0.47,3.49,48,42.86,76.49,1,Overheating
